time_s,path_x_m,path_y_m,path_z_m,alpha_rad,beta_rad,gamma_rad,alpha_dot,beta_dot,gamma_dot,potential,min_hard_proximity
0.0,0.0,0.0,0.0,0.0,-0.08,0.0,0.0,0.0,0.0,0.0,3.118028136579451
0.0325,0.0032500000000000003,0.0,0.0,0.0,-0.08,0.0,0.0,0.0,0.0,0.0,3.118028136579451
0.065,0.006500000000000001,0.0,0.0,0.0,-0.08,0.0,0.0,0.0,0.0,0.0,3.118028136579451
0.0975,0.009750000000000002,0.0,0.0,0.0,-0.08,0.0,0.0,0.0,0.0,0.0,3.118028136579451
0.13,0.013000000000000001,0.0,0.0,0.0,-0.08,0.0,0.0,0.0,0.0,0.0,3.118028136579451
0.1625,0.01625,0.0,0.0,0.0,-0.08,0.0,0.0,0.0,0.0,0.0,3.118028136579451
0.19500000000000003,0.019500000000000003,0.0,0.0,0.0,-0.08,0.0,0.0,0.0,0.0,0.0,3.118028136579451
0.22750000000000004,0.022750000000000003,0.0,0.0,0.0,-0.08,0.0,0.0,0.0,0.0,0.0,3.118028136579451
0.26,0.026000000000000002,0.0,0.0,0.0,-0.08,0.0,0.0,0.0,0.0,0.0,3.118028136579451
0.2925,0.02925,0.0,0.0,0.0,-0.08,0.0,0.0,0.0,0.0,0.0,3.118028136579451
0.32499999999999996,0.0325,0.0,0.0,0.0,-0.08,0.0,0.0,0.0,0.0,0.0,3.118028136579451
0.3575,0.035750000000000004,0.0,0.0,0.0,-0.08,0.0,0.0,0.0,0.0,0.0,3.118028136579451
0.39,0.03900000000000001,0.0,0.0,0.0,-0.08,0.0,0.0,0.0,0.0,0.0,3.118028136579451
0.4225,0.04225,0.0,0.0,0.0,-0.08,0.0,0.0,0.0,0.0,0.0,3.118028136579451
0.455,0.045500000000000006,0.0,0.0,0.0,-0.08,0.0,0.0,0.0,0.0,0.0,3.118028136579451
0.4875,0.04875,0.0,0.0,0.0,-0.08,0.0,0.0,0.0,0.0,0.0,3.118028136579451
0.52,0.052000000000000005,0.0,0.0,0.0,-0.08,0.0,0.0,0.0,0.0,0.0,3.118028136579451
0.5525,0.05525000000000001,0.0,0.0,0.0,-0.08,0.0,0.0,0.0,0.0,0.0,3.118028136579451
0.585,0.0585,0.0,0.0,0.0,-0.08,0.0,0.0,0.0,0.0,0.0,3.118028136579451
0.6174999999999999,0.061750000000000006,0.0,0.0,0.0,-0.08,0.0,0.0,0.0,0.0,0.0,3.118028136579451
0.6499999999999999,0.065,0.0,0.0,0.0,-0.08,0.0,0.0,0.0,0.0,0.0,3.118028136579451
0.6824999999999999,0.06825,0.0,0.0,0.0,-0.08,0.0,0.0,0.0,0.0,0.0,3.118028136579451
0.7149999999999999,0.07150000000000001,0.0,0.0,0.0,-0.08,0.0,0.0,0.0,0.0,0.0,3.118028136579451
0.7474999999999998,0.07475000000000001,0.0,0.0,0.0,-0.08,0.0,0.0,0.0,0.0,0.0,3.118028136579451
0.7799999999999998,0.07800000000000001,0.0,0.0,0.0,-0.08,0.0,0.0,0.0,0.0,0.0,3.118028136579451
0.8124999999999997,0.08125,0.0,0.0,0.0,-0.08,0.0,0.0,0.0,0.0,0.0,3.118028136579451
0.8449999999999998,0.0845,0.0,0.0,0.0,-0.08,0.0,0.0,0.0,0.0,0.0,3.118028136579451
0.8774999999999997,0.08775000000000001,0.0,0.0,0.0,-0.08,0.0,0.0,0.0,0.0,0.0,3.118028136579451
0.9099999999999997,0.09100000000000001,0.0,0.0,0.0,-0.08,0.0,0.0,0.0,0.0,0.0,3.118028136579451
0.9424999999999997,0.09425000000000001,0.0,0.0,0.0,-0.08,0.0,0.0,0.0,0.0,0.0,3.118028136579451
0.9749999999999995,0.0975,0.0,0.0,0.0,-0.08,0.0,0.0,0.0,0.0,0.0,3.118028136579451
1.0074999999999996,0.10075,0.0,0.0,0.0,-0.08,0.0,0.0,0.0,0.0,0.0,3.118028136579451
