case,mu_P,feasible,minimum_H,velocity_mean_range,velocity_mean_sd,acceleration_mean_range,acceleration_mean_sd,jerk_mean_range,jerk_mean_sd
E1_mu0,0.0,True,0.3093105239492722,0.3314475960037857,0.07852166554561664,0.7832166958214121,0.11036567854345687,5.204006100406306,0.5246849251407476
E2_mu5,5.0,True,0.5361515193546402,0.13435290169317435,0.036766003120917726,0.2766302144248218,0.04661057329100735,1.3413913988018376,0.1351923091932508
